title,langcode,status,title,promote,body,field_biozap_buttons,field_dni_do_potwierdzenia_skute,field_skrypt,field_urzadzenie
"Anthrax 1","en",true,"Anthrax 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ANTHRAX 1 45m
# Anthrax_1
# 
freq 644000 180
freq 643000 180
freq 642000 180
freq 639000 180
freq 638000 180
freq 637000 180
freq 634000 180
freq 633000 180
freq 632000 180
freq 629000 180
freq 628000 180
freq 627000 180
freq 624000 180
freq 623000 180
freq 622000 180
off
@","multiZAP"
"Anthrax","en",true,"Anthrax",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ANTHRAX 45m
# Anthrax
# also see Bacillus_anthracis_HC
freq 4000000 180
freq 16655000 180
freq 1370000 180
freq 1365000 180
freq 930000 180
freq 900000 180
freq 768000 180
freq 633000 180
freq 500000 180
freq 420000 180
freq 414000 180
freq 400000 180
freq 273000 180
freq 224000 180
freq 129000 180
off
@","multiZAP"
"Antiseptic","en",true,"Antiseptic",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ANTISEPTIC 0m
# Antiseptic
# use General antiseptic
off
@","multiZAP"
"Anxiety 1","en",true,"Anxiety 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ANXIETY 1 15m
# Anxiety_1
# General anxiety disorder. Use 1.5 for 3 min. 6.8. 7.8 for 5 min. 95 for 3 min. 10000 for 5 min
freq 1500 180
freq 6800 180
freq 7800 180
freq 95000 180
freq 10000000 180
off
@","multiZAP"
"Apoplexy stro  1","en",true,"Apoplexy stro  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# APOPLEXY STRO  1 45m
# Apoplexy_stroke_paralysis
# 
freq 40000 180
freq 1800000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 125000 180
freq 95000 180
freq 72000 180
freq 20000 180
freq 1865000 180
freq 522000 180
freq 428000 180
off
@","multiZAP"
"Appendicitis 1","en",true,"Appendicitis 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# APPENDICITIS 1 84m
# Appendicitis_1
# 
freq 1770000 180
freq 1570000 180
freq 880000 180
freq 807000 180
freq 804000 180
freq 1550000 180
freq 802000 180
freq 787000 180
freq 728000 180
freq 690000 180
freq 660000 180
freq 622000 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 450000 180
freq 1865000 180
freq 444000 180
freq 440000 180
freq 380000 180
freq 190000 180
freq 146000 180
freq 125000 180
freq 522000 180
freq 95000 180
freq 72000 180
freq 20000 180
freq 10000 180
off
@","multiZAP"
"Appendicitis","en",true,"Appendicitis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# APPENDICITIS 54m
# Appendicitis
# Seek medical help! If micro perforation has occurred. infection must be eliminated before drinking any water or eating. Even a few drops of water may be fatal
freq 1550000 180
freq 802000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 444000 180
freq 380000 180
freq 190000 180
freq 10000 180
freq 650000 180
freq 522000 180
freq 125000 180
freq 95000 180
freq 72000 180
freq 20000 180
freq 146000 180
freq 440000 180
freq 450000 180
off
@","multiZAP"
"Appetite lack of","en",true,"Appetite lack of",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# APPETITE LACK OF 33m
# Appetite_lack_of
# 
freq 465000 180
freq 444000 180
freq 1865000 180
freq 125000 180
freq 95000 180
freq 72000 180
freq 20000 180
freq 10000000 180
freq 880000 180
freq 787000 180
freq 727000 180
off
@","multiZAP"
"Arenas tennus","en",true,"Arenas tennus",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARENAS TENNUS 3m
# Arenas_tennus
# 
freq 667000 180
off
@","multiZAP"
"Arnica","en",true,"Arnica",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARNICA 6m
# Arnica
# a topical healing herb
freq 1042000 180
freq 1032000 180
off
@","multiZAP"
"Arryhthmia he  1","en",true,"Arryhthmia he  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARRYHTHMIA HE  1 6m
# Arryhthmia_heart_TR
# also use magnesium. CoQ10. and fish oil
freq 696000 180
freq 7830 180
off
@","multiZAP"
"Arsenic alb","en",true,"Arsenic alb",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARSENIC ALB 3m
# Arsenic_alb
# homeopathic cell salt
freq 562000 180
off
@","multiZAP"
"Arteriosclerosis","en",true,"Arteriosclerosis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTERIOSCLEROSIS 33m
# Arteriosclerosis
# hardening of the arteriesegeneration takes time. Also try nanobacteria. coxsackie. and CMV freqs
freq 10000000 180
freq 2720000 180
freq 2170000 180
freq 1800000 180
freq 1600000 180
freq 1500000 180
freq 880000 180
freq 787000 180
freq 776000 180
freq 727000 180
freq 20000 180
off
@","multiZAP"
"Arthritis 1","en",true,"Arthritis 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTHRITIS 1 108m
# Arthritis_1
# use 1.5 for 10 min. 120 for 20 min
freq 10000000 180
freq 5000000 180
freq 3176000 180
freq 3000000 180
freq 2720000 180
freq 1664000 180
freq 1550000 180
freq 1500000 180
freq 880000 180
freq 802000 180
freq 787000 180
freq 770000 180
freq 728000 180
freq 690000 180
freq 660000 180
freq 512000 180
freq 250000 180
freq 230000 180
freq 120000 180
freq 100000 180
freq 80000 180
freq 60000 180
freq 40000 180
freq 30000 180
freq 28000 180
freq 26000 180
freq 25000 180
freq 20000 180
freq 10000 180
freq 9400 180
freq 9390 180
freq 7700 180
freq 7690 180
freq 3000 180
freq 1500 180
freq 1200 180
off
@","multiZAP"
"Arthritis a","en",true,"Arthritis a",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTHRITIS A 12m
# Arthritis_A
# 
freq 1500000 180
freq 727000 180
freq 784000 180
freq 880000 180
off
@","multiZAP"
"Arthritis art  1","en",true,"Arthritis art  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTHRITIS ART  1 3m
# Arthritis_arthralgia_due_to_gout
# 
freq 9390 180
off
@","multiZAP"
"Arthritis art  2","en",true,"Arthritis art  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTHRITIS ART  2 3m
# Arthritis_arthrosis_and_parathyroid_disturbances_affecting_calcium_metabolism
# 
freq 9600 180
off
@","multiZAP"
"Arthritis foc  1","en",true,"Arthritis foc  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTHRITIS FOC  1 3m
# Arthritis_focal_origin_gastrogenic_tonsiltogenic_and_paresis
# 
freq 9390 180
off
@","multiZAP"
"Arthritis gen  1","en",true,"Arthritis gen  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTHRITIS GEN  1 63m
# Arthritis_general
# use Strep pneumonia and Mycoplasma general if needed
freq 10000000 180
freq 5000000 180
freq 2720000 180
freq 1664000 180
freq 1550000 180
freq 1500000 180
freq 962000 180
freq 880000 180
freq 802000 180
freq 800000 180
freq 787000 180
freq 776000 180
freq 766000 180
freq 727000 180
freq 688000 180
freq 683000 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 120000 180
freq 20000 180
off
@","multiZAP"
"Arthritis rhe  1","en",true,"Arthritis rhe  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTHRITIS RHE  1 30m
# Arthritis_rheumatoid
# Cause could be bacteria like strep pneumoniae. chlamydia pneumonia. mycoplasma fermentans. or dental bacteria which must be addressed too. Also try General antiseptic and Parasites roundworms general if no response. Use 766 longer periods after building up.
freq 250000 180
freq 1200 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 787000 180
freq 727000 180
freq 262000 180
freq 776000 180
freq 766000 180
off
@","multiZAP"
"Arthritis sec  1","en",true,"Arthritis sec  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ARTHRITIS SEC  1 12m
# Arthritis_secondary
# 
freq 2720000 180
freq 1000000 180
freq 1500000 180
freq 770000 180
off
@","multiZAP"
"Asian grippe a","en",true,"Asian grippe a",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASIAN GRIPPE A 9m
# Asian_grippe_A
# 
freq 516000 180
freq 656000 180
freq 434000 180
off
@","multiZAP"
"Aspergillus f  1","en",true,"Aspergillus f  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASPERGILLUS F  1 9m
# Aspergillus_flavus
# mold found on corn. peanuts. and grain that produces aflatoxin
freq 1823000 180
freq 247000 180
freq 1972000 180
off
@","multiZAP"
"Aspergillus g  1","en",true,"Aspergillus g  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASPERGILLUS G  1 27m
# Aspergillus_general
# 
freq 1972000 180
freq 1823000 180
freq 758000 180
freq 743000 180
freq 697000 180
freq 524000 180
freq 374000 180
freq 339000 180
freq 247000 180
off
@","multiZAP"
"Aspergillus g  2","en",true,"Aspergillus g  2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASPERGILLUS G  2 6m
# Aspergillus_glaucus
# blue mold occurring in some human infectious processes
freq 524000 180
freq 758000 180
off
@","multiZAP"
"Aspergillus n  1","en",true,"Aspergillus n  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASPERGILLUS N  1 6m
# Aspergillus_niger
# common mold that may produce severe and persistent infection
freq 374000 180
freq 697000 180
off
@","multiZAP"
"Aspergillus t  1","en",true,"Aspergillus t  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASPERGILLUS T  1 6m
# Aspergillus_terreus
# mold occasionally associated with infection of the bronchi and lungs
freq 743000 180
freq 339000 180
off
@","multiZAP"
"Asthma 1","en",true,"Asthma 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASTHMA 1 9m
# Asthma_1
# 
freq 1283000 180
freq 1233000 180
freq 4700 180
off
@","multiZAP"
"Asthma 2","en",true,"Asthma 2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASTHMA 2 27m
# Asthma_2
# all frequencies for 5 min
freq 1234000 180
freq 3672000 180
freq 7346000 180
freq 727000 180
freq 787000 180
freq 880000 180
freq 10000000 180
freq 47000 180
freq 120000 180
off
@","multiZAP"
"Asthma v","en",true,"Asthma v",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASTHMA V 57m
# Asthma_v
# 
freq 3125000 180
freq 3124000 180
freq 890000 180
freq 886000 180
freq 871000 180
freq 822000 180
freq 782000 180
freq 756000 180
freq 712000 180
freq 665000 180
freq 633000 180
freq 521000 180
freq 515000 180
freq 487000 180
freq 434000 180
freq 411000 180
freq 322000 180
freq 263000 180
freq 172000 180
off
@","multiZAP"
"Asthma","en",true,"Asthma",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASTHMA 66m
# Asthma
# also see Liver support and Parasites ascaris and use Mycoplasma general if needed
freq 7344000 180
freq 3702000 180
freq 3672000 180
freq 2720000 180
freq 2170000 180
freq 1800000 180
freq 1600000 180
freq 1500000 180
freq 1283000 180
freq 1234000 180
freq 1233000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 522000 180
freq 444000 180
freq 146000 180
freq 125000 180
freq 95000 180
freq 72000 180
freq 20000 180
freq 1000 180
off
@","multiZAP"
"Astrocytoma","en",true,"Astrocytoma",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ASTROCYTOMA 0m
# Astrocytoma
# use Cancer. astrocytoma
off
@","multiZAP"
"Ataxia spastic","en",true,"Ataxia spastic",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ATAXIA SPASTIC 9m
# Ataxia_spastic
# 
freq 9190 180
freq 8250 180
freq 7690 180
off
@","multiZAP"
"Ataxia","en",true,"Ataxia",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ATAXIA 54m
# Ataxia
# incoordination of muscles. Slow results in some cases
freq 2720000 180
freq 2170000 180
freq 1800000 180
freq 1600000 180
freq 1500000 180
freq 880000 180
freq 787000 180
freq 776000 180
freq 727000 180
freq 650000 180
freq 625000 180
freq 600000 180
freq 444000 180
freq 1865000 180
freq 125000 180
freq 95000 180
freq 72000 180
freq 20000 180
off
@","multiZAP"
"Atherosclerosis","en",true,"Atherosclerosis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ATHEROSCLEROSIS 147m
# Atherosclerosis
# commonly present microbes in plaque are herpes zoster and Chlamydia pneumonia. this set combines the two. Also use magnesium and vitamin C to help reduce mineral deposits
freq 7543000 1
scan 7544000 179
freq 7520000 1
scan 7521000 179
freq 4710000 1
scan 4711000 179
freq 3773000 1
scan 3774000 179
freq 3760000 1
scan 3761000 179
freq 1886000 180
freq 1880000 180
freq 943300 180
freq 940000 180
freq 620000 180
freq 479000 180
freq 471660 180
freq 470900 180
freq 941800 180
freq 3767000 1
scan 3768000 179
freq 7160000 180
freq 3343000 180
freq 2431000 180
freq 2323000 180
freq 1577000 180
freq 1544000 180
freq 40887000 180
freq 958000 180
freq 934000 180
freq 787000 180
freq 786000 180
freq 738000 180
freq 718000 180
freq 716000 180
freq 686000 180
freq 668000 180
freq 643000 180
freq 576000 180
freq 574000 180
freq 573000 180
freq 572000 180
freq 563000 180
freq 554000 180
freq 542000 180
freq 453000 180
freq 446000 180
freq 436000 180
freq 425000 180
freq 423000 180
freq 411000 180
freq 345000 180
freq 333000 180
freq 223000 180
freq 134000 180
off
@","multiZAP"
"Athletes foot","en",true,"Athletes foot",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ATHLETES FOOT 48m
# Athletes_foot
# also see Epidermophyton floccinum. Tinea. and Trichophyton rubrum freqs. Use all freqs for 5 min
freq 20000 180
freq 379000 180
freq 727000 180
freq 787000 180
freq 880000 180
freq 5000000 180
freq 644000 180
freq 766000 180
freq 464000 180
freq 802000 180
freq 1552000 180
freq 9999000 180
freq 752000 180
freq 923000 180
freq 3176000 180
freq 304000 180
off
@","multiZAP"
